GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Rides24,javax.persistence.metamodel,PluralAttribute.CollectionType,44,0,0,0,5,0,1,0,1,0
Rides24,javax.persistence.metamodel,Attribute.PersistentAttributeType,74,0,0,0,8,0,1,0,1,0
Rides24,javax.persistence.metamodel,Bindable.BindableType,34,0,0,0,4,0,1,0,1,0
Rides24,javax.persistence.metamodel,Type.PersistenceType,44,0,0,0,5,0,1,0,1,0
Rides24,dataAccess,ObjectdbManagerServer,192,0,2,0,43,0,3,0,2,0
Rides24,dataAccess,DataAccess,1477,165,44,6,345,31,50,6,26,5
Rides24,dataAccess,ObjectdbManagerServer.new ActionListener() {...},48,0,0,0,12,0,2,0,2,0
Rides24,javax.transaction.xa,XAException,13,0,0,0,7,0,3,0,3,0
Rides24,javax.jdo,JDOFatalUserException,34,0,0,0,14,0,7,0,7,0
Rides24,javax.jdo,JDODataStoreException,34,0,0,0,14,0,7,0,7,0
Rides24,javax.jdo,JDOHelper,1866,0,194,0,480,0,152,0,55,0
Rides24,javax.jdo,JDOFatalDataStoreException,34,0,0,0,14,0,7,0,7,0
Rides24,javax.jdo,JDOFatalInternalException,34,0,0,0,14,0,7,0,7,0
Rides24,javax.jdo,JDOCanRetryException,34,0,0,0,14,0,7,0,7,0
Rides24,javax.jdo,JDOHelper.new PrivilegedAction() {...},0,5,0,0,0,2,0,2,0,2
Rides24,javax.jdo,JDOHelper.new JDOImplHelper.StateInterrogationObjectReturn() {...},4,3,0,0,1,1,1,1,1,1
Rides24,javax.jdo,JDOHelper.new JDOImplHelper.StateInterrogationObjectReturn() {...},4,3,0,0,1,1,1,1,1,1
Rides24,javax.jdo,JDOHelper.new JDOImplHelper.StateInterrogationBooleanReturn() {...},4,3,0,0,1,1,1,1,1,1
Rides24,javax.jdo,JDOHelper.new JDOImplHelper.StateInterrogationBooleanReturn() {...},4,3,0,0,1,1,1,1,1,1
Rides24,javax.jdo,JDOHelper.new JDOImplHelper.StateInterrogationObjectReturn() {...},4,3,0,0,1,1,1,1,1,1
Rides24,javax.jdo,JDOHelper.new JDOImplHelper.StateInterrogationObjectReturn() {...},4,3,0,0,1,1,1,1,1,1
Rides24,javax.jdo,JDOHelper.new JDOImplHelper.StateInterrogationBooleanReturn() {...},4,3,0,0,1,1,1,1,1,1
Rides24,javax.jdo,JDOHelper.new JDOImplHelper.StateInterrogationBooleanReturn() {...},4,3,0,0,1,1,1,1,1,1
Rides24,javax.jdo,JDOObjectNotFoundException,34,0,0,0,14,0,7,0,7,0
Rides24,javax.jdo,JDOUserCallbackException,34,0,0,0,14,0,7,0,7,0
Rides24,javax.jdo,JDOFatalException,34,0,0,0,14,0,7,0,7,0
Rides24,javax.jdo,ObjectState,147,0,0,0,17,0,3,0,3,0
Rides24,javax.jdo,JDOHelper.new PrivilegedExceptionAction() {...},10,0,0,0,2,0,2,0,2,0
Rides24,javax.jdo,JDOHelper.new PrivilegedExceptionAction() {...},15,0,0,0,2,0,2,0,2,0
Rides24,javax.jdo,JDOHelper.new PrivilegedExceptionAction() {...},20,0,0,0,2,0,2,0,2,0
Rides24,javax.jdo,JDOHelper.new PrivilegedExceptionAction() {...},20,0,0,0,2,0,2,0,2,0
Rides24,javax.jdo,JDOHelper.new PrivilegedExceptionAction() {...},20,0,0,0,2,0,2,0,2,0
Rides24,javax.jdo,JDOHelper.new PrivilegedAction() {...},6,0,0,0,2,0,2,0,2,0
Rides24,javax.jdo,JDOHelper.new PrivilegedAction() {...},15,0,0,0,2,0,2,0,2,0
Rides24,javax.jdo,JDOHelper.new JDOImplHelper.StateInterrogationBooleanReturn() {...},4,3,0,0,1,1,1,1,1,1
Rides24,javax.jdo,JDOHelper.new ErrorHandler() {...},8,0,0,0,4,0,4,0,4,0
Rides24,javax.jdo,JDOHelper.new JDOImplHelper.StateInterrogationBooleanReturn() {...},4,3,0,0,1,1,1,1,1,1
Rides24,javax.jdo,JDOException,376,0,42,0,91,0,38,0,17,0
Rides24,javax.jdo,JDOUserException,34,0,0,0,14,0,7,0,7,0
Rides24,javax.jdo,JDOUnsupportedOptionException,17,0,0,0,8,0,4,0,4,0
Rides24,javax.jdo,JDONullIdentityException,22,0,0,0,10,0,5,0,5,0
Rides24,javax.jdo,JDOReadOnlyException,17,0,0,0,8,0,4,0,4,0
Rides24,javax.jdo,JDODetachedFieldAccessException,22,0,0,0,10,0,5,0,5,0
Rides24,javax.jdo,JDOOptimisticVerificationException,29,0,0,0,12,0,6,0,6,0
Rides24,com.objectdb.jpa.type,IdentifiableTypeImpl,281,0,34,0,62,0,30,0,13,0
Rides24,com.objectdb.jpa.type,ManagedTypeImpl,629,0,34,0,109,0,52,0,35,0
Rides24,com.objectdb.jpa.type,TypeImpl,20,0,0,0,5,0,3,0,3,0
Rides24,com.objectdb.jpa.type,MappedSuperclassTypeImpl,7,0,0,0,3,0,2,0,2,0
Rides24,com.objectdb.jpa.type,EmbeddableTypeImpl,6,0,0,0,3,0,2,0,2,0
Rides24,com.objectdb.jpa.type,BasicTypeImpl,6,0,0,0,3,0,2,0,2,0
Rides24,com.objectdb.jpa.type,EntityTypeImpl,19,0,0,0,7,0,5,0,5,0
Rides24,configuration,ConfigXML,41,184,0,0,12,37,9,7,9,7
Rides24,configuration,UtilDate,118,0,0,0,32,0,5,0,5,0
Rides24,com.objectdb.jpa.attr,PluralAttributeImpl,18,0,0,0,6,0,4,0,4,0
Rides24,com.objectdb.jpa.attr,MapAttributeImpl,19,0,0,0,6,0,4,0,4,0
Rides24,com.objectdb.jpa.attr,CollectionAttributeImpl,9,0,0,0,3,0,2,0,2,0
Rides24,com.objectdb.jpa.attr,AttributeImpl,174,0,24,0,53,0,23,0,11,0
Rides24,com.objectdb.jpa.attr,SetAttributeImpl,9,0,0,0,3,0,2,0,2,0
Rides24,com.objectdb.jpa.attr,SingularAttributeImpl,41,0,0,0,13,0,7,0,7,0
Rides24,com.objectdb.jpa.attr,ListAttributeImpl,9,0,0,0,3,0,2,0,2,0
Rides24,javax.persistence,PersistenceContextType,24,0,0,0,3,0,1,0,1,0
Rides24,javax.persistence,InheritanceType,34,0,0,0,4,0,1,0,1,0
Rides24,javax.persistence,NonUniqueResultException,7,0,0,0,4,0,2,0,2,0
Rides24,javax.persistence,EntityNotFoundException,7,0,0,0,4,0,2,0,2,0
Rides24,javax.persistence,CascadeType,64,0,0,0,7,0,1,0,1,0
Rides24,javax.persistence,ConstraintMode,34,0,0,0,4,0,1,0,1,0
Rides24,javax.persistence,NoResultException,7,0,0,0,4,0,2,0,2,0
Rides24,javax.persistence,LockModeType,84,0,0,0,9,0,1,0,1,0
Rides24,javax.persistence,OptimisticLockException,33,0,0,0,15,0,7,0,7,0
Rides24,javax.persistence,SynchronizationType,24,0,0,0,3,0,1,0,1,0
Rides24,javax.persistence,CacheStoreMode,34,0,0,0,4,0,1,0,1,0
Rides24,javax.persistence,RollbackException,16,0,0,0,8,0,4,0,4,0
Rides24,javax.persistence,AccessType,24,0,0,0,3,0,1,0,1,0
Rides24,javax.persistence,CacheRetrieveMode,24,0,0,0,3,0,1,0,1,0
Rides24,javax.persistence,PersistenceException,16,0,0,0,8,0,4,0,4,0
Rides24,javax.persistence,DiscriminatorType,34,0,0,0,4,0,1,0,1,0
Rides24,javax.persistence,TemporalType,34,0,0,0,4,0,1,0,1,0
Rides24,javax.persistence,TransactionRequiredException,7,0,0,0,4,0,2,0,2,0
Rides24,javax.persistence,SharedCacheMode,54,0,0,0,6,0,1,0,1,0
Rides24,javax.persistence,FlushModeType,24,0,0,0,3,0,1,0,1,0
Rides24,javax.persistence,ValidationMode,34,0,0,0,4,0,1,0,1,0
Rides24,javax.persistence,FetchType,24,0,0,0,3,0,1,0,1,0
Rides24,javax.persistence,LockTimeoutException,33,0,0,0,15,0,7,0,7,0
Rides24,javax.persistence,EntityExistsException,16,0,0,0,8,0,4,0,4,0
Rides24,javax.persistence,ParameterMode,44,0,0,0,5,0,1,0,1,0
Rides24,javax.persistence,GenerationType,44,0,0,0,5,0,1,0,1,0
Rides24,javax.persistence,QueryTimeoutException,33,0,0,0,15,0,7,0,7,0
Rides24,javax.persistence,PessimisticLockScope,24,0,0,0,3,0,1,0,1,0
Rides24,javax.persistence,Persistence,93,0,10,0,22,0,11,0,6,0
Rides24,javax.persistence,Persistence.PersistenceUtilImpl,94,0,18,0,27,0,11,0,2,0
Rides24,javax.persistence,PessimisticLockException,33,0,0,0,15,0,7,0,7,0
Rides24,javax.persistence,EnumType,24,0,0,0,3,0,1,0,1,0
Rides24,javax.transaction,HeuristicCommitException,7,0,0,0,4,0,2,0,2,0
Rides24,javax.transaction,NotSupportedException,7,0,0,0,4,0,2,0,2,0
Rides24,javax.transaction,HeuristicMixedException,7,0,0,0,4,0,2,0,2,0
Rides24,javax.transaction,SystemException,13,0,0,0,7,0,3,0,3,0
Rides24,javax.transaction,TransactionRolledbackException,7,0,0,0,4,0,2,0,2,0
Rides24,javax.transaction,HeuristicRollbackException,7,0,0,0,4,0,2,0,2,0
Rides24,javax.transaction,TransactionRequiredException,7,0,0,0,4,0,2,0,2,0
Rides24,javax.transaction,RollbackException,7,0,0,0,4,0,2,0,2,0
Rides24,javax.transaction,InvalidTransactionException,7,0,0,0,4,0,2,0,2,0
Rides24,javax.jdo.listener,InstanceLifecycleEvent,90,0,18,0,27,0,19,0,9,0
Rides24,javax.jdo.datastore,DataStoreCache.EmptyDataStoreCache,19,0,0,0,18,0,17,0,17,0
Rides24,com.objectdb.jpa,Provider,252,0,38,0,77,0,33,0,14,0
Rides24,com.objectdb.jpa,ObjectdbJpaVendorAdapter,63,0,0,0,18,0,9,0,9,0
Rides24,com.objectdb.jpa,EMImpl,963,0,82,0,303,0,106,0,65,0
Rides24,com.objectdb.jpa,EMF,371,0,38,0,110,0,39,0,20,0
Rides24,com.objectdb.jpa,MetamodelImpl,347,0,31,0,88,0,28,0,12,0
Rides24,com.objectdb.jpa,JpaQuery,685,0,62,0,157,0,70,0,39,0
Rides24,com.objectdb,OID,84,0,6,0,20,0,10,0,7,0
Rides24,com.objectdb,Server,631,0,64,0,146,0,42,0,10,0
Rides24,com.objectdb,JEnhancerAgent,412,0,30,0,92,0,21,0,6,0
Rides24,com.objectdb,Activator,135,0,2,0,36,0,6,0,5,0
Rides24,com.objectdb,Enhancer,51,0,4,0,15,0,6,0,4,0
Rides24,com.objectdb,Doctor,6,0,0,0,3,0,2,0,2,0
Rides24,com.objectdb,Utilities,235,0,20,0,55,0,21,0,11,0
Rides24,com.objectdb,ServerRunner,10,0,0,0,3,0,2,0,2,0
Rides24,com.objectdb,Replayer,84,0,8,0,23,0,6,0,2,0
Rides24,com.objectdb.jpa.criteria,JpqlWritable,16,0,0,0,5,0,3,0,3,0
Rides24,com.objectdb.jpa.criteria,JpqlWriter,197,0,24,0,43,0,24,0,12,0
Rides24,com.objectdb.jpa.criteria,AbstractQueryImpl,268,0,32,0,63,0,37,0,21,0
Rides24,com.objectdb.jpa.criteria,Expressions,46,0,6,0,8,0,8,0,5,0
Rides24,com.objectdb.jpa.criteria,RootImpl,31,0,0,0,10,0,4,0,4,0
Rides24,com.objectdb.jpa.criteria,JoinImpl.d,44,0,0,0,10,0,8,0,8,0
Rides24,com.objectdb.jpa.criteria,JoinImpl.c,34,0,0,0,8,0,6,0,6,0
Rides24,com.objectdb.jpa.criteria,JoinImpl.b,24,0,0,0,7,0,5,0,5,0
Rides24,com.objectdb.jpa.criteria,JoinImpl,106,0,6,0,30,0,13,0,10,0
Rides24,com.objectdb.jpa.criteria,PathImpl,102,0,4,0,22,0,11,0,9,0
Rides24,com.objectdb.jpa.criteria,CriteriaElement.a,80,0,6,0,19,0,8,0,5,0
Rides24,com.objectdb.jpa.criteria,Expressions.i,5,0,0,0,2,0,1,0,1,0
Rides24,com.objectdb.jpa.criteria,Expressions.j,41,0,0,0,11,0,5,0,5,0
Rides24,com.objectdb.jpa.criteria,Expressions.k,71,0,4,0,13,0,6,0,4,0
Rides24,com.objectdb.jpa.criteria,Expressions.l,20,0,0,0,7,0,3,0,3,0
Rides24,com.objectdb.jpa.criteria,CriteriaElement,185,0,6,0,31,0,21,0,18,0
Rides24,com.objectdb.jpa.criteria,Expressions.a,66,0,10,0,14,0,11,0,6,0
Rides24,com.objectdb.jpa.criteria,Expressions.b,42,0,6,0,7,0,6,0,3,0
Rides24,com.objectdb.jpa.criteria,Expressions.c,18,0,0,0,6,0,2,0,2,0
Rides24,com.objectdb.jpa.criteria,Expressions.d,103,0,6,0,21,0,9,0,6,0
Rides24,com.objectdb.jpa.criteria,Expressions.e,17,0,0,0,5,0,3,0,3,0
Rides24,com.objectdb.jpa.criteria,FromImpl,345,0,12,0,66,0,40,0,34,0
Rides24,com.objectdb.jpa.criteria,Expressions.f,18,0,0,0,5,0,3,0,3,0
Rides24,com.objectdb.jpa.criteria,Expressions.g,29,0,0,0,8,0,4,0,4,0
Rides24,com.objectdb.jpa.criteria,Expressions.h,49,0,2,0,14,0,7,0,6,0
Rides24,com.objectdb.jpa.criteria,CriteriaBuilderImpl,1596,0,22,0,173,0,159,0,148,0
Rides24,com.objectdb.jpa.criteria,CriteriaQueryImpl.a,51,0,6,0,13,0,8,0,5,0
Rides24,com.objectdb.jpa.criteria,JoinImpl.a,24,0,0,0,7,0,5,0,5,0
Rides24,com.objectdb.jpa.criteria,CriteriaQueryImpl,159,0,16,0,41,0,24,0,16,0
Rides24,com.objectdb.jpa.criteria,SubqueryImpl,211,0,4,0,53,0,22,0,20,0
Rides24,com.objectdb.spi,OVisitor,0,3,0,0,0,1,0,1,0,1
Rides24,com.objectdb.spi,OMember,11,0,0,0,4,0,4,0,4,0
Rides24,com.objectdb.spi,Tracker,397,0,68,0,130,0,87,0,53,0
Rides24,com.objectdb.spi,OWriter,0,3,0,0,0,1,0,1,0,1
Rides24,com.objectdb.spi,Trackable,4,0,0,0,1,0,1,0,1,0
Rides24,com.objectdb.spi,OType,3,0,0,0,1,0,1,0,1,0
Rides24,com.objectdb.spi,DetachedTracker,164,0,18,0,48,0,22,0,13,0
Rides24,com.objectdb.spi,SignedType,4,0,0,0,1,0,1,0,1,0
Rides24,com.objectdb.spi,TrackableSysType,4,0,0,0,1,0,1,0,1,0
Rides24,com.objectdb.spi,OReader,0,3,0,0,0,1,0,1,0,1
Rides24,com.objectdb.spi,TrackableUserType,4,0,0,0,1,0,1,0,1,0
Rides24,javax.jdo.annotations,DiscriminatorStrategy,44,0,0,0,5,0,1,0,1,0
Rides24,javax.jdo.annotations,PersistenceModifier,44,0,0,0,5,0,1,0,1,0
Rides24,javax.jdo.annotations,IdentityType,44,0,0,0,5,0,1,0,1,0
Rides24,javax.jdo.annotations,VersionStrategy,54,0,0,0,6,0,1,0,1,0
Rides24,javax.jdo.annotations,ForeignKeyAction,64,0,0,0,7,0,1,0,1,0
Rides24,javax.jdo.annotations,SequenceStrategy,34,0,0,0,4,0,1,0,1,0
Rides24,javax.jdo.annotations,IdGeneratorStrategy,74,0,0,0,8,0,1,0,1,0
Rides24,javax.jdo.annotations,InheritanceStrategy,44,0,0,0,5,0,1,0,1,0
Rides24,javax.jdo.annotations,NullValue,34,0,0,0,4,0,1,0,1,0
Rides24,exceptions,RideAlreadyExistException,3,4,0,0,2,2,1,1,1,1
Rides24,exceptions,RideMustBeLaterThanTodayException,7,0,0,0,4,0,2,0,2,0
Rides24,javax.jdo.identity,IntIdentity,139,0,12,0,40,0,18,0,12,0
Rides24,javax.jdo.identity,ObjectIdentity,227,0,20,0,55,0,19,0,9,0
Rides24,javax.jdo.identity,CharIdentity,163,0,14,0,46,0,21,0,14,0
Rides24,javax.jdo.identity,LongIdentity,155,0,16,0,45,0,20,0,12,0
Rides24,javax.jdo.identity,ObjectIdentity.new PrivilegedAction() {...},5,0,0,0,2,0,2,0,2,0
Rides24,javax.jdo.identity,ByteIdentity,139,0,12,0,40,0,18,0,12,0
Rides24,javax.jdo.identity,ShortIdentity,139,0,12,0,40,0,18,0,12,0
Rides24,javax.jdo.identity,StringIdentity,94,14,10,0,25,4,12,1,7,1
Rides24,javax.jdo.identity,SingleFieldIdentity,131,0,16,0,41,0,23,0,15,0
Rides24,javax.persistence.spi,PersistenceProviderResolverHolder.DefaultPersistenceProviderResolver,347,0,28,0,75,0,23,0,9,0
Rides24,javax.persistence.spi,PersistenceProviderResolverHolder.DefaultPersistenceProviderResolver.LoaderReference,14,0,0,0,5,0,2,0,2,0
Rides24,javax.persistence.spi,PersistenceProviderResolverHolder,22,0,2,0,7,0,5,0,4,0
Rides24,javax.persistence.spi,PersistenceProviderResolverHolder.DefaultPersistenceProviderResolver.PersistenceProviderReference,14,0,0,0,5,0,2,0,2,0
Rides24,javax.persistence.spi,PersistenceProviderResolverHolder.DefaultPersistenceProviderResolver.new PrivilegedAction() {...},6,0,0,0,2,0,2,0,2,0
Rides24,javax.persistence.spi,PersistenceProviderResolverHolder.DefaultPersistenceProviderResolver.CacheKey,134,0,22,0,33,0,18,0,7,0
Rides24,javax.persistence.spi,PersistenceUnitTransactionType,24,0,0,0,3,0,1,0,1,0
Rides24,javax.persistence.spi,LoadState,34,0,0,0,4,0,1,0,1,0
Rides24,javax.persistence.spi,PersistenceProviderResolverHolder.DefaultPersistenceProviderResolver.ProviderName,31,0,0,0,7,0,4,0,4,0
Rides24,javax.persistence.criteria,Predicate.BooleanOperator,24,0,0,0,2,0,1,0,1,0
Rides24,javax.persistence.criteria,CriteriaBuilder.Trimspec,34,0,0,0,4,0,1,0,1,0
Rides24,javax.persistence.criteria,JoinType,34,0,0,0,4,0,1,0,1,0
Rides24,domain,Ride,182,78,2,0,60,18,29,6,28,6
Rides24,domain,Assessment,66,0,0,0,22,0,12,0,12,0
Rides24,domain,Traveler,83,8,6,0,19,3,10,1,7,1
Rides24,domain,Driver,58,134,6,16,17,24,13,11,8,5
Rides24,domain,Car,38,18,0,0,12,7,8,2,8,2
Rides24,domain,IntegerAdapter,14,0,2,0,4,0,4,0,3,0
Rides24,domain,Reservation,100,0,4,0,40,0,22,0,20,0
Rides24,domain,Movement,43,0,0,0,18,0,9,0,9,0
Rides24,domain,User,85,31,10,0,31,10,18,3,13,3
Rides24,com.objectdb.o,DQI,254,0,46,0,69,0,27,0,4,0
Rides24,com.objectdb.o,DQP,46,0,0,0,7,0,4,0,4,0
Rides24,com.objectdb.o,EXR.d,13,0,0,0,5,0,2,0,2,0
Rides24,com.objectdb.o,SNP,521,0,58,0,128,0,61,0,32,0
Rides24,com.objectdb.o,MBI,85,0,12,0,24,0,10,0,4,0
Rides24,com.objectdb.o,URT,361,0,30,0,94,0,31,0,16,0
Rides24,com.objectdb.o,EXR.h,12,0,0,0,5,0,2,0,2,0
Rides24,com.objectdb.o,EXR.g,63,0,8,0,16,0,6,0,2,0
Rides24,com.objectdb.o,EXR.f,34,0,2,0,10,0,3,0,2,0
Rides24,com.objectdb.o,SNV,128,0,18,0,38,0,20,0,11,0
Rides24,com.objectdb.o,EXR.e,132,0,33,0,30,0,21,0,2,0
Rides24,com.objectdb.o,BLV,128,0,28,0,26,0,31,0,17,0
Rides24,com.objectdb.o,MBF,142,0,6,0,40,0,18,0,15,0
Rides24,com.objectdb.o,WVP,819,0,162,0,192,0,92,0,11,0
Rides24,com.objectdb.o,HST.A,39,0,0,0,12,0,8,0,8,0
Rides24,com.objectdb.o,DPS,63,0,4,0,16,0,4,0,2,0
Rides24,com.objectdb.o,SNC,45,0,2,0,12,0,7,0,6,0
Rides24,com.objectdb.o,QJD,305,0,44,0,80,0,29,0,7,0
Rides24,com.objectdb.o,BLT,99,0,14,0,24,0,17,0,9,0
Rides24,com.objectdb.o,DPV,1437,0,118,0,264,0,77,0,16,0
Rides24,com.objectdb.o,FTP,168,0,26,0,40,0,17,0,4,0
Rides24,com.objectdb.o,FTC,5,0,0,0,2,0,2,0,2,0
Rides24,com.objectdb.o,DPE,25,0,0,0,8,0,4,0,4,0
Rides24,com.objectdb.o,SMR,945,0,107,0,246,0,75,0,18,0
Rides24,com.objectdb.o,SMT,12,0,0,0,4,0,2,0,2,0
Rides24,com.objectdb.o,EXR.i,53,0,10,0,14,0,7,0,2,0
Rides24,com.objectdb.o,SML,125,0,4,0,28,0,13,0,11,0
Rides24,com.objectdb.o,SLV,115,0,14,0,23,0,15,0,8,0
Rides24,com.objectdb.o,EDC.D,74,0,6,0,17,0,9,0,6,0
Rides24,com.objectdb.o,SLP,270,0,40,0,53,0,26,0,6,0
Rides24,com.objectdb.o,UPR,96,0,12,0,22,0,8,0,2,0
Rides24,com.objectdb.o,UPT,360,0,40,0,83,0,31,0,11,0
Rides24,com.objectdb.o,SLT,277,0,50,0,81,0,47,0,10,0
Rides24,com.objectdb.o,SLS,131,0,18,0,31,0,15,0,6,0
Rides24,com.objectdb.o,CLN.aB,50,0,4,0,14,0,5,0,3,0
Rides24,com.objectdb.o,BNN.ay,116,0,10,0,38,0,13,0,4,0
Rides24,com.objectdb.o,BNN.az,116,0,10,0,38,0,13,0,4,0
Rides24,com.objectdb.o,CLN.aA,24,0,0,0,8,0,3,0,3,0
Rides24,com.objectdb.o,BNN.aA,116,0,10,0,38,0,13,0,4,0
Rides24,com.objectdb.o,BNN.aB,139,0,15,0,43,0,16,0,4,0
Rides24,com.objectdb.o,BNN.aG,97,0,12,0,29,0,13,0,3,0
Rides24,com.objectdb.o,_JdoException,28,0,0,0,11,0,5,0,5,0
Rides24,com.objectdb.o,WSP,925,0,126,0,210,0,79,0,14,0
Rides24,com.objectdb.o,WSS,159,0,0,0,49,0,33,0,33,0
Rides24,com.objectdb.o,BNN.aC,116,0,10,0,38,0,13,0,4,0
Rides24,com.objectdb.o,BNN.aD,94,0,12,0,29,0,14,0,4,0
Rides24,com.objectdb.o,EmbeddedIdResultBuilder,54,0,2,0,14,0,6,0,5,0
Rides24,com.objectdb.o,BNN.aE,54,0,6,0,17,0,8,0,4,0
Rides24,com.objectdb.o,BNN.aF,35,0,2,0,12,0,4,0,3,0
Rides24,com.objectdb.o,BIT,536,0,86,0,119,0,63,0,20,0
Rides24,com.objectdb.o,WSM,56,0,0,0,16,0,4,0,4,0
Rides24,com.objectdb.o,WSN,1017,0,74,0,282,0,62,0,25,0
Rides24,com.objectdb.o,FQP,94,0,2,0,21,0,7,0,6,0
Rides24,com.objectdb.o,DMR,1837,0,152,0,372,0,98,0,22,0
Rides24,com.objectdb.o,LKM.D,248,0,38,0,56,0,33,0,14,0
Rides24,com.objectdb.o,SRS,229,0,54,0,75,0,37,0,6,0
Rides24,com.objectdb.o,MFP,50,0,0,0,14,0,6,0,6,0
Rides24,com.objectdb.o,MFT,114,0,12,0,25,0,11,0,5,0
Rides24,com.objectdb.o,BQI,134,0,14,0,40,0,12,0,5,0
Rides24,com.objectdb.o,SRN,97,0,10,0,27,0,12,0,7,0
Rides24,com.objectdb.o,SRP,168,0,8,0,35,0,12,0,8,0
Rides24,com.objectdb.o,DTT,117,0,6,0,29,0,9,0,6,0
Rides24,com.objectdb.o,QNF,1744,0,221,0,433,0,156,0,30,0
Rides24,com.objectdb.o,CLN.az,24,0,0,0,8,0,3,0,3,0
Rides24,com.objectdb.o,CLN.av,34,0,2,0,9,0,4,0,3,0
Rides24,com.objectdb.o,CLN.aw,48,0,4,0,15,0,6,0,4,0
Rides24,com.objectdb.o,CLN.ax,36,0,2,0,13,0,5,0,4,0
Rides24,com.objectdb.o,SRB,129,0,14,0,32,0,13,0,6,0
Rides24,com.objectdb.o,CLN.ay,67,0,8,0,21,0,7,0,3,0
Rides24,com.objectdb.o,OIN,51,0,4,0,18,0,6,0,4,0
Rides24,com.objectdb.o,QMR,366,0,136,0,78,0,72,0,4,0
Rides24,com.objectdb.o,DSV,350,0,30,0,73,0,21,0,6,0
Rides24,com.objectdb.o,SQI,216,0,28,0,53,0,20,0,6,0
Rides24,com.objectdb.o,DSN,19,0,0,0,6,0,4,0,4,0
Rides24,com.objectdb.o,_LockTimeoutException,28,0,0,0,11,0,5,0,5,0
