GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Rides24,com.objectdb.o,TFM,229,0,26,0,61,0,18,0,5,0
Rides24,com.objectdb.o,UTV.n,32,0,0,0,11,0,4,0,4,0
Rides24,com.objectdb.o,IPW,201,0,24,0,48,0,17,0,5,0
Rides24,com.objectdb.o,RAT,108,0,10,0,29,0,9,0,4,0
Rides24,com.objectdb.o,VIX,210,0,32,0,60,0,22,0,6,0
Rides24,com.objectdb.o,TEX,17,0,0,0,4,0,2,0,2,0
Rides24,com.objectdb.o,MXV,41,0,4,0,16,0,11,0,9,0
Rides24,com.objectdb.o,IPC,298,0,31,0,54,0,22,0,6,0
Rides24,com.objectdb.o,MXL,109,0,10,0,29,0,11,0,6,0
Rides24,com.objectdb.o,IXM.Mode,34,0,0,0,4,0,1,0,1,0
Rides24,com.objectdb.o,STN.ay,36,0,0,0,11,0,3,0,3,0
Rides24,com.objectdb.o,DateNode,166,0,25,0,50,0,22,0,3,0
Rides24,com.objectdb.o,STN.ax,32,0,0,0,10,0,4,0,4,0
Rides24,com.objectdb.o,XMN,795,0,96,0,187,0,89,0,40,0
Rides24,com.objectdb.o,STN.az,50,0,2,0,14,0,4,0,3,0
Rides24,com.objectdb.o,XMB,772,0,129,0,181,0,78,0,7,0
Rides24,com.objectdb.o,XMA,63,0,0,0,17,0,8,0,8,0
Rides24,com.objectdb.o,KSW,43,0,2,0,11,0,7,0,6,0
Rides24,com.objectdb.o,XMD,283,0,14,0,68,0,21,0,14,0
Rides24,com.objectdb.o,IOM,240,0,28,0,47,0,23,0,9,0
Rides24,com.objectdb.o,CCH,297,0,40,0,81,0,33,0,13,0
Rides24,com.objectdb.o,QRM.w,9,0,0,0,2,0,2,0,2,0
Rides24,com.objectdb.o,_TransactionRequiredException,25,0,0,0,10,0,5,0,5,0
Rides24,com.objectdb.o,JtaManagerFactory,189,0,8,0,33,0,7,0,3,0
Rides24,com.objectdb.o,RSL.s,18,0,0,0,6,0,4,0,4,0
Rides24,com.objectdb.o,AFT,51,0,6,0,10,0,7,0,4,0
Rides24,com.objectdb.o,GRP,231,0,16,0,47,0,17,0,9,0
Rides24,com.objectdb.o,STN.aH,63,0,6,0,18,0,6,0,3,0
Rides24,com.objectdb.o,STN.aG,95,0,8,0,22,0,8,0,4,0
Rides24,com.objectdb.o,STN.aF,160,0,28,0,41,0,20,0,5,0
Rides24,com.objectdb.o,ENT,1882,0,326,0,488,0,244,0,81,0
Rides24,com.objectdb.o,STN.aA,98,0,12,0,23,0,11,0,5,0
Rides24,com.objectdb.o,TKS,28,0,0,0,7,0,4,0,4,0
Rides24,com.objectdb.o,ENH,411,0,66,0,136,0,43,0,10,0
Rides24,com.objectdb.o,VOW,40,0,2,0,14,0,11,0,10,0
Rides24,com.objectdb.o,STN.aE,28,0,0,0,9,0,3,0,3,0
Rides24,com.objectdb.o,STN.aD,28,0,0,0,9,0,3,0,3,0
Rides24,com.objectdb.o,IVP,97,0,4,0,32,0,14,0,12,0
Rides24,com.objectdb.o,STN.aC,94,0,6,0,21,0,7,0,4,0
Rides24,com.objectdb.o,STN.aB,28,0,0,0,9,0,3,0,3,0
Rides24,com.objectdb.o,TKN,684,0,85,0,164,0,78,0,35,0
Rides24,com.objectdb.o,TKR,1860,0,300,0,407,0,184,0,16,0
Rides24,com.objectdb.o,EMT,96,0,4,0,32,0,14,0,12,0
Rides24,com.objectdb.o,TKI,291,0,50,0,82,0,44,0,14,0
Rides24,com.objectdb.o,VOB,399,0,58,0,85,0,44,0,15,0
Rides24,com.objectdb.o,_IllegalArgumentException,39,0,2,0,13,0,7,0,6,0
Rides24,com.objectdb.o,EMP,47,0,0,0,14,0,8,0,8,0
Rides24,com.objectdb.o,EMR,417,0,52,0,108,0,32,0,6,0
Rides24,com.objectdb.o,GQI,352,0,52,0,87,0,30,0,4,0
Rides24,com.objectdb.o,UPR.c,6,0,0,0,3,0,1,0,1,0
Rides24,com.objectdb.o,UPR.d,24,0,0,0,7,0,2,0,2,0
Rides24,com.objectdb.o,EMI,11,0,0,0,4,0,4,0,4,0
Rides24,com.objectdb.o,UPR.e,16,0,0,0,6,0,2,0,2,0
Rides24,com.objectdb.o,RFV,273,0,28,0,69,0,31,0,17,0
Rides24,com.objectdb.o,PBI,173,0,14,0,35,0,13,0,6,0
Rides24,com.objectdb.o,RFM,387,0,20,0,106,0,26,0,16,0
Rides24,com.objectdb.o,ITW,36,0,2,0,12,0,6,0,5,0
Rides24,com.objectdb.o,CHT,107,0,14,0,24,0,16,0,8,0
Rides24,com.objectdb.o,ELV,57,0,0,0,16,0,8,0,8,0
Rides24,com.objectdb.o,CHV,65,0,8,0,18,0,12,0,8,0
Rides24,com.objectdb.o,InternalException,192,0,10,0,50,0,17,0,12,0
Rides24,com.objectdb.o,ADL,704,0,14,0,163,0,26,0,19,0
Rides24,com.objectdb.o,PAN,56,0,4,0,18,0,8,0,6,0
Rides24,com.objectdb.o,PAP,124,0,2,0,30,0,16,0,15,0
Rides24,com.objectdb.o,PAR,99,0,12,0,27,0,19,0,13,0
Rides24,com.objectdb.o,CHE,13,0,0,0,5,0,4,0,4,0
Rides24,com.objectdb.o,_JdoFatalDataStoreException,26,0,0,0,10,0,5,0,5,0
Rides24,com.objectdb.o,ELI,114,0,12,0,25,0,9,0,3,0
Rides24,com.objectdb.o,InvToManyLoadRequest,3,0,0,0,1,0,1,0,1,0
Rides24,com.objectdb.o,REG,1411,0,196,0,376,0,143,0,45,0
Rides24,com.objectdb.o,PAG,1458,0,108,0,310,0,129,0,75,0
Rides24,com.objectdb.o,ACN,54,0,4,0,20,0,15,0,13,0
Rides24,com.objectdb.o,UserException,91,0,8,0,26,0,15,0,11,0
Rides24,com.objectdb.o,XQI,28,0,2,0,12,0,5,0,4,0
Rides24,com.objectdb.o,ISP,134,0,8,0,42,0,22,0,18,0
Rides24,com.objectdb.o,ACL,116,0,8,0,32,0,8,0,4,0
Rides24,com.objectdb.o,NTS,318,0,24,0,87,0,34,0,22,0
Rides24,com.objectdb.o,LPS,133,0,10,0,24,0,8,0,3,0
Rides24,com.objectdb.o,NTN,42,0,6,0,11,0,6,0,3,0
Rides24,com.objectdb.o,NTC,23,0,0,0,2,0,2,0,2,0
Rides24,com.objectdb.o,_IllegalStateException,27,0,0,0,10,0,5,0,5,0
Rides24,com.objectdb.o,FCL,311,0,24,0,79,0,18,0,6,0
Rides24,com.objectdb.o,LOM,111,0,12,0,28,0,11,0,5,0
Rides24,com.objectdb.o,FAP,133,0,2,0,29,0,8,0,7,0
Rides24,com.objectdb.o,HEP,259,0,34,0,63,0,24,0,7,0
Rides24,com.objectdb.o,LMT,29,0,4,0,9,0,9,0,7,0
Rides24,com.objectdb.o,UFT,594,0,82,0,133,0,47,0,6,0
Rides24,com.objectdb.o,SBI,92,0,10,0,23,0,10,0,5,0
Rides24,com.objectdb.o,ServerTrayIcon.new MouseAdapter() {...},12,0,2,0,4,0,3,0,2,0
Rides24,com.objectdb.o,FHN,1161,0,162,0,273,0,100,0,15,0
Rides24,com.objectdb.o,JPW,785,0,70,0,194,0,56,0,21,0
Rides24,com.objectdb.o,JPM,1069,0,134,0,240,0,80,0,13,0
Rides24,com.objectdb.o,LTN,165,0,16,0,40,0,17,0,9,0
Rides24,com.objectdb.o,JPE,312,0,66,0,58,0,37,0,4,0
Rides24,com.objectdb.o,DCT,176,0,29,0,42,0,29,0,8,0
Rides24,com.objectdb.o,DCV,650,0,109,0,154,0,88,0,29,0
Rides24,com.objectdb.o,PageCacheFile,174,0,8,0,37,0,13,0,9,0
Rides24,com.objectdb.o,JPA,804,0,138,0,222,0,81,0,9,0
Rides24,com.objectdb.o,DCK,49,0,8,0,17,0,8,0,4,0
Rides24,com.objectdb.o,DCN,97,0,2,0,29,0,11,0,10,0
Rides24,com.objectdb.o,FGR,519,0,36,0,123,0,48,0,30,0
Rides24,com.objectdb.o,FGS,210,0,16,0,53,0,17,0,9,0
Rides24,com.objectdb.o,DCE,1001,0,141,0,259,0,106,0,35,0
Rides24,com.objectdb.o,FTP.g,9,0,0,0,4,0,1,0,1,0
Rides24,com.objectdb.o,JOP,281,0,10,0,78,0,9,0,4,0
Rides24,com.objectdb.o,FTP.f,30,0,0,0,12,0,2,0,2,0
Rides24,com.objectdb.o,LSD,206,0,22,0,49,0,22,0,11,0
Rides24,com.objectdb.o,WHP,548,0,62,0,119,0,39,0,8,0
Rides24,com.objectdb.o,FGD,245,0,14,0,56,0,20,0,13,0
Rides24,com.objectdb.o,WHS,316,0,44,0,70,0,38,0,16,0
Rides24,com.objectdb.o,DBT,174,0,26,0,44,0,26,0,10,0
Rides24,com.objectdb.o,DBV,471,0,94,0,109,0,82,0,27,0
Rides24,com.objectdb.o,StandardJtaManager,36,0,4,0,13,0,5,0,3,0
Rides24,com.objectdb.o,LRS,202,0,30,0,52,0,23,0,8,0
Rides24,com.objectdb.o,HMP.F,69,0,0,0,16,0,9,0,9,0
Rides24,com.objectdb.o,LRV,84,0,2,0,24,0,14,0,13,0
Rides24,com.objectdb.o,JNW,368,0,8,0,76,0,13,0,9,0
Rides24,com.objectdb.o,OLargeBitSet,130,0,12,0,26,0,16,0,10,0
Rides24,com.objectdb.o,NVN,76,0,2,0,19,0,7,0,6,0
Rides24,com.objectdb.o,LRQ,101,0,10,0,25,0,14,0,9,0
Rides24,com.objectdb.o,JNN,78,0,12,0,22,0,12,0,6,0
Rides24,com.objectdb.o,JMW,181,0,18,0,45,0,14,0,5,0
Rides24,com.objectdb.o,DAT,259,0,30,0,64,0,28,0,9,0
Rides24,com.objectdb.o,DAV,602,0,65,0,136,0,66,0,29,0
Rides24,com.objectdb.o,JMH,1389,0,187,0,414,0,158,0,41,0
Rides24,com.objectdb.o,JML,601,0,68,0,106,0,41,0,7,0
Rides24,com.objectdb.o,UBV,72,0,8,0,20,0,13,0,9,0
Rides24,com.objectdb.o,TYD,160,0,6,0,40,0,12,0,9,0
Rides24,com.objectdb.o,TYH,1000,0,208,0,257,0,144,0,40,0
Rides24,com.objectdb.o,_JdoOptimisticVerificationException,35,0,0,0,13,0,6,0,6,0
Rides24,com.objectdb.o,PPW,453,0,76,0,110,0,47,0,9,0
Rides24,com.objectdb.o,NLT,78,0,8,0,18,0,11,0,7,0
Rides24,com.objectdb.o,NLV,32,0,2,0,13,0,11,0,10,0
Rides24,com.objectdb.o,JDM,1009,0,168,0,212,0,92,0,8,0
Rides24,com.objectdb.o,RTT,255,0,24,0,66,0,22,0,10,0
Rides24,com.objectdb.o,JDA,989,0,176,0,236,0,99,0,9,0
Rides24,com.objectdb.o,JDE,284,0,50,0,59,0,30,0,5,0
Rides24,com.objectdb.o,RTM,81,0,12,0,26,0,12,0,6,0
Rides24,com.objectdb.o,JCW,870,0,112,0,214,0,97,0,38,0
Rides24,com.objectdb.o,ART,196,0,22,0,43,0,22,0,11,0
Rides24,com.objectdb.o,RSV,142,0,16,0,31,0,20,0,12,0
Rides24,com.objectdb.o,JCM,346,0,30,0,73,0,23,0,8,0
Rides24,com.objectdb.o,JCP,485,0,28,0,102,0,38,0,21,0
Rides24,com.objectdb.o,LGR,359,0,53,0,109,0,58,0,29,0
Rides24,com.objectdb.o,JCR,197,0,28,0,53,0,22,0,8,0
Rides24,com.objectdb.o,JCF,61,0,0,0,14,0,3,0,3,0
Rides24,com.objectdb.o,JCE,65,0,4,0,20,0,9,0,7,0
Rides24,com.objectdb.o,ARB,66,0,6,0,15,0,7,0,4,0
Rides24,com.objectdb.o,JCL,595,0,46,0,131,0,44,0,21,0
Rides24,com.objectdb.o,LGN,245,0,18,0,58,0,24,0,15,0
Rides24,com.objectdb.o,RST,289,0,32,0,78,0,23,0,7,0
Rides24,com.objectdb.o,LGM,571,0,58,0,129,0,41,0,12,0
Rides24,com.objectdb.o,JCA,87,0,10,0,23,0,11,0,6,0
Rides24,com.objectdb.o,RSL,279,0,28,0,66,0,22,0,8,0
Rides24,com.objectdb.o,JBW,236,0,10,0,44,0,17,0,12,0
Rides24,com.objectdb.o,AQR,3,0,0,0,1,0,1,0,1,0
Rides24,com.objectdb.o,RSC,70,0,0,0,22,0,11,0,11,0
Rides24,com.objectdb.o,LFN,21,0,0,0,7,0,4,0,4,0
Rides24,com.objectdb.o,RRT,348,0,80,0,96,0,45,0,5,0
Rides24,com.objectdb.o,JBR,132,0,0,0,18,0,10,0,10,0
Rides24,com.objectdb.o,TVS,133,0,14,0,34,0,17,0,10,0
Rides24,com.objectdb.o,TVR,63,0,8,0,15,0,8,0,4,0
Rides24,com.objectdb.o,LFL,1213,0,114,0,298,0,115,0,58,0
Rides24,com.objectdb.o,EXP,233,0,38,0,43,0,25,0,6,0
Rides24,com.objectdb.o,EXR,53,0,9,0,11,0,7,0,2,0
Rides24,com.objectdb.o,CTR,145,0,18,0,40,0,18,0,9,0
Rides24,com.objectdb.o,EXT,167,0,6,0,40,0,11,0,8,0
Rides24,com.objectdb.o,EXV,96,0,0,0,23,0,12,0,12,0
Rides24,com.objectdb.o,EXU,454,0,16,0,55,0,22,0,14,0
Rides24,com.objectdb.o,RRB,317,0,26,0,65,0,25,0,10,0
Rides24,com.objectdb.o,EXH,327,0,22,0,69,0,31,0,20,0
Rides24,com.objectdb.o,_NoResultException,25,0,0,0,10,0,5,0,5,0
Rides24,com.objectdb.o,EXL,29,0,0,0,7,0,5,0,5,0
Rides24,com.objectdb.o,RQW,456,0,10,0,157,0,33,0,28,0
Rides24,com.objectdb.o,CTL,285,0,22,0,73,0,19,0,7,0
Rides24,com.objectdb.o,EXN,249,0,28,0,57,0,29,0,15,0
Rides24,com.objectdb.o,CST,705,0,22,0,219,0,54,0,43,0
Rides24,com.objectdb.o,RQC,176,0,12,0,44,0,13,0,7,0
Rides24,com.objectdb.o,RQI,246,0,34,0,59,0,21,0,4,0
Rides24,com.objectdb.o,EXT.f,211,0,18,0,58,0,22,0,13,0
Rides24,com.objectdb.o,PTN,670,0,98,0,171,0,84,0,35,0
Rides24,com.objectdb.o,AVS,19,0,0,0,8,0,7,0,7,0
Rides24,com.objectdb.o,UMR.ab,41,0,0,0,10,0,6,0,6,0
Rides24,com.objectdb.o,UMR.aa,41,0,0,0,10,0,6,0,6,0
Rides24,com.objectdb.o,LKM,331,0,46,0,87,0,37,0,13,0
Rides24,com.objectdb.o,UMR.ac,122,0,6,0,35,0,8,0,5,0
Rides24,com.objectdb.o,PRU,335,0,26,0,74,0,29,0,16,0
Rides24,com.objectdb.o,PRG,1621,0,207,0,397,0,149,0,45,0
Rides24,com.objectdb.o,NNF,15,0,2,0,4,0,5,0,4,0
Rides24,com.objectdb.o,PRM,160,0,10,0,32,0,13,0,8,0
Rides24,com.objectdb.o,TFM.k,26,0,0,0,8,0,3,0,3,0
Rides24,com.objectdb.o,JEW,609,0,78,0,156,0,55,0,16,0
Rides24,com.objectdb.o,TFM.l,22,0,0,0,7,0,2,0,2,0
Rides24,com.objectdb.o,ATR,78,0,8,0,20,0,12,0,8,0
Rides24,com.objectdb.o,B64,428,0,52,0,77,0,35,0,9,0
Rides24,com.objectdb.o,JER,198,0,22,0,46,0,18,0,7,0
Rides24,com.objectdb.o,LIW,80,0,6,0,26,0,14,0,11,0
Rides24,com.objectdb.o,TYR,1259,0,155,0,276,0,166,0,41,0
Rides24,com.objectdb.o,TYT,104,0,14,0,29,0,14,0,7,0
Rides24,com.objectdb.o,TYS,1446,0,169,0,324,0,102,0,17,0
Rides24,com.objectdb.o,WVP.s,53,0,18,0,16,0,11,0,2,0
Rides24,com.objectdb.o,JEL,899,0,120,0,198,0,88,0,28,0
Rides24,com.objectdb.o,LIN,27,0,0,0,7,0,5,0,5,0
Rides24,com.objectdb.o,TYV,110,0,10,0,27,0,16,0,11,0
Rides24,com.objectdb.o,WVP.r,44,0,8,0,12,0,6,0,2,0
Rides24,com.objectdb.o,JEN,367,0,52,0,80,0,32,0,6,0
Rides24,com.objectdb.o,TYW,691,0,107,0,206,0,90,0,33,0
Rides24,com.objectdb.o,TYN,78,0,5,0,15,0,8,0,5,0
Rides24,com.objectdb.o,TYM,2020,0,210,0,459,0,163,0,58,0
Rides24,gui,AssessmentCheckGUI,277,0,4,0,59,0,4,0,2,0
Rides24,gui,MovementGUI,127,0,4,0,20,0,3,0,1,0
Rides24,gui,ConfirmReservationGUI.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
Rides24,gui,ConfirmReservationGUI.new ActionListener() {...},33,0,2,0,7,0,3,0,2,0
Rides24,gui,ConfirmReservationGUI.new ActionListener() {...},28,0,0,0,5,0,2,0,2,0
Rides24,gui,ConfirmDeleteGUI,100,0,0,0,20,0,1,0,1,0
Rides24,gui,MainGUI.new ActionListener() {...},25,0,0,0,4,0,2,0,2,0
Rides24,gui,MainGUI.new ActionListener() {...},25,0,0,0,5,0,2,0,2,0
Rides24,gui,MainGUI.new ActionListener() {...},18,0,0,0,5,0,2,0,2,0
Rides24,gui,MainGUI.new ActionListener() {...},18,0,0,0,5,0,2,0,2,0
Rides24,gui,MainGUI.new ActionListener() {...},25,0,0,0,4,0,2,0,2,0
Rides24,gui,MainGUI.new ActionListener() {...},15,0,0,0,4,0,2,0,2,0
Rides24,gui,MainGUI.new WindowAdapter() {...},9,0,0,0,3,0,2,0,2,0
Rides24,gui,AddMoneyGUI,166,0,0,0,30,0,2,0,2,0
Rides24,gui,ReservationGUI,357,0,2,0,60,0,3,0,2,0
Rides24,gui,ConfirmDeleteGUI.new ActionListener() {...},64,0,4,0,13,0,4,0,2,0
Rides24,gui,ConfirmDeleteGUI.new ActionListener() {...},43,0,4,0,10,0,4,0,2,0
Rides24,gui,ReservationGUI.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
Rides24,gui,ReservationGUI.new ActionListener() {...},20,0,0,0,4,0,2,0,2,0
Rides24,gui,ReservationGUI.new ActionListener() {...},52,0,2,0,8,0,3,0,2,0
Rides24,gui,ReservationGUI.new ActionListener() {...},52,0,0,0,6,0,2,0,2,0
Rides24,gui,AddCarGUI.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
Rides24,gui,AddCarGUI.new ActionListener() {...},72,0,2,0,14,0,3,0,2,0
Rides24,gui,RegisterGUI.new ActionListener() {...},110,0,12,0,23,0,8,0,2,0
Rides24,gui,RegisterGUI.new WindowAdapter() {...},17,0,0,0,5,0,2,0,2,0
Rides24,gui,RegisterGUI.new Runnable() {...},15,0,0,0,7,0,2,0,2,0
Rides24,gui,ManageReservationsGUI,310,0,8,0,58,0,7,0,3,0
Rides24,gui,FindRidesGUI.new PropertyChangeListener() {...},284,0,12,0,39,0,8,0,2,0
Rides24,gui,FindRidesGUI.new ActionListener() {...},73,0,8,0,14,0,6,0,2,0
Rides24,gui,FindRidesGUI.new ItemListener() {...},50,0,0,0,6,0,2,0,2,0
Rides24,gui,FindRidesGUI.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
Rides24,gui,FindRidesGUI.new ItemListener() {...},46,0,2,0,10,0,3,0,2,0
Rides24,gui,TravelerGUI.new ActionListener() {...},17,0,0,0,4,0,2,0,2,0
Rides24,gui,TravelerGUI.new ActionListener() {...},17,0,0,0,4,0,2,0,2,0
Rides24,gui,TravelerGUI.new ActionListener() {...},17,0,0,0,4,0,2,0,2,0
Rides24,gui,TravelerGUI.new ActionListener() {...},17,0,0,0,4,0,2,0,2,0
Rides24,gui,TravelerGUI.new ActionListener() {...},17,0,0,0,4,0,2,0,2,0
Rides24,gui,TravelerGUI.new ActionListener() {...},17,0,0,0,4,0,2,0,2,0
Rides24,gui,TravelerGUI.new ActionListener() {...},17,0,0,0,4,0,2,0,2,0
Rides24,gui,TravelerGUI.new WindowAdapter() {...},17,0,0,0,5,0,2,0,2,0
Rides24,gui,TravelerGUI.new ActionListener() {...},17,0,0,0,4,0,2,0,2,0
Rides24,gui,LoginGUI,172,0,0,0,34,0,3,0,3,0
Rides24,gui,CancelRideGUI,154,0,2,0,31,0,3,0,2,0
Rides24,gui,ReservationStateGUI.new ActionListener() {...},23,0,0,0,5,0,2,0,2,0
Rides24,gui,ReservationStateGUI.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
Rides24,gui,RemoveMoneyGUI.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
Rides24,gui,RemoveMoneyGUI.new ActionListener() {...},42,0,2,0,8,0,3,0,2,0
Rides24,gui,TravelerGUI,270,0,0,0,42,0,1,0,1,0
Rides24,gui,AssessmentGUI.new ActionListener() {...},95,0,14,0,19,0,9,0,2,0
Rides24,gui,AssessmentGUI,305,0,4,0,63,0,4,0,2,0
Rides24,gui,CreateRideGUI,553,0,14,0,94,0,11,0,4,0
Rides24,gui,CreateRideGUI.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
Rides24,gui,CreateRideGUI.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
Rides24,gui,CreateRideGUI.new PropertyChangeListener() {...},126,0,10,0,21,0,7,0,2,0
Rides24,gui,AddCarGUI,242,0,0,0,46,0,2,0,2,0
Rides24,gui,AssessmentCheckGUI.new ActionListener() {...},40,0,0,0,7,0,2,0,2,0
Rides24,gui,AssessmentCheckGUI.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
Rides24,gui,RemoveMoneyGUI,185,0,0,0,34,0,2,0,2,0
Rides24,gui,ConfirmReservationGUI,165,0,4,0,32,0,4,0,2,0
Rides24,gui,FindRidesGUI,585,0,12,0,100,0,10,0,4,0
Rides24,gui,ManageReservationsGUI.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
Rides24,gui,ManageReservationsGUI.new ActionListener() {...},88,0,6,0,17,0,5,0,2,0
Rides24,gui,ManageReservationsGUI.new ActionListener() {...},51,0,4,0,9,0,4,0,2,0
Rides24,gui,ReservationStateGUI,188,0,2,0,36,0,3,0,2,0
Rides24,gui,AddMoneyGUI.new ActionListener() {...},32,0,0,0,6,0,2,0,2,0
Rides24,gui,AddMoneyGUI.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
Rides24,gui,CancelRideGUI.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
Rides24,gui,CancelRideGUI.new ActionListener() {...},26,0,0,0,5,0,2,0,2,0
Rides24,gui,DriverGUI.new WindowAdapter() {...},17,0,0,0,5,0,2,0,2,0
Rides24,gui,DriverGUI.new ActionListener() {...},17,0,0,0,4,0,2,0,2,0
Rides24,gui,DriverGUI.new ActionListener() {...},17,0,0,0,4,0,2,0,2,0
Rides24,gui,DriverGUI.new ActionListener() {...},17,0,0,0,4,0,2,0,2,0
Rides24,gui,DriverGUI.new ActionListener() {...},17,0,0,0,4,0,2,0,2,0
Rides24,gui,DriverGUI.new ActionListener() {...},17,0,0,0,4,0,2,0,2,0
Rides24,gui,MainGUI,280,0,0,0,53,0,5,0,5,0
Rides24,gui,DriverGUI.new ActionListener() {...},17,0,0,0,4,0,2,0,2,0
Rides24,gui,DriverGUI.new ActionListener() {...},17,0,0,0,4,0,2,0,2,0
Rides24,gui,DriverGUI.new ActionListener() {...},17,0,0,0,4,0,2,0,2,0
Rides24,gui,ApplicationLauncher,112,0,2,0,23,0,3,0,2,0
Rides24,gui,LoginGUI.new WindowAdapter() {...},17,0,0,0,5,0,2,0,2,0
Rides24,gui,LoginGUI.new ActionListener() {...},78,0,4,0,19,0,4,0,2,0
Rides24,gui,LoginGUI.new Runnable() {...},15,0,0,0,7,0,2,0,2,0
Rides24,gui,DriverGUI,284,0,0,0,48,0,1,0,1,0
Rides24,gui,RegisterGUI,270,0,0,0,51,0,3,0,3,0
Rides24,com.objectdb.jdo,JdoListenerManager.a,39,0,6,0,10,0,5,0,2,0
Rides24,com.objectdb.jdo,PMF,756,0,48,0,222,0,62,0,38,0
Rides24,com.objectdb.jdo,JdoQuery,1034,0,56,0,317,0,84,0,56,0
Rides24,com.objectdb.jdo,JdoListenerManager,731,0,130,0,162,0,85,0,20,0
Rides24,com.objectdb.jdo,PMImpl,2755,0,343,0,857,0,293,0,119,0
Rides24,businessLogic,BLFacadeImplementation,466,0,8,0,135,0,36,0,32,0
Rides24,businessLogic,BusinessLogicServer.new ActionListener() {...},14,0,0,0,4,0,2,0,2,0
Rides24,businessLogic,BusinessLogicServer.new WindowAdapter() {...},9,0,0,0,3,0,2,0,2,0
Rides24,businessLogic,BusinessLogicServer,233,0,4,0,48,0,4,0,2,0
Rides24,javax.jdo.spi,JDOImplHelper.Meta,45,0,0,0,13,0,7,0,7,0
Rides24,javax.jdo.spi,I18NHelper,362,0,16,0,73,0,34,0,26,0
Rides24,javax.jdo.spi,RegisterClassEvent,34,0,0,0,12,0,6,0,6,0
Rides24,javax.jdo.spi,JDOPermission,30,0,0,0,8,0,3,0,3,0
Rides24,javax.jdo.spi,JDOImplHelper.new JDOImplHelper.StringConstructor() {...},25,0,0,0,6,0,2,0,2,0
Rides24,javax.jdo.spi,JDOImplHelper.new JDOImplHelper.StringConstructor() {...},15,0,0,0,4,0,2,0,2,0
Rides24,javax.jdo.spi,JDOImplHelper.new JDOImplHelper.StringConstructor() {...},49,0,2,0,10,0,3,0,2,0
Rides24,javax.jdo.spi,JDOImplHelper.new PrivilegedAction() {...},0,5,0,0,0,2,0,2,0,2
Rides24,javax.jdo.spi,I18NHelper.new PrivilegedAction() {...},10,0,0,0,2,0,2,0,2,0
Rides24,javax.jdo.spi,I18NHelper.new PrivilegedAction() {...},5,0,0,0,2,0,2,0,2,0
Rides24,javax.jdo.spi,JDOImplHelper,772,0,74,0,234,0,76,0,39,0
